a5b5a660-cb51-4445-9c6b-84c7a9e2131b,FixedAmountVoucher,20
bfaad9e2-87d5-4404-8eda-585ab0d684a4,PercentDiscountVoucher,20
3c084367-ff23-4e5e-9237-5795cbe65d38,PercentDiscountVoucher,20
9b2fa04f-e247-4a36-a508-9c8bafe87e64,FixedAmountVoucher,20
ecd2418f-279e-40e8-8c07-c184dad2d5bd,PercentDiscountVoucher,20
63f9935c-cf13-468d-b6b2-c957c9487af8,PercentDiscountVoucher,20
67a2ac17-a40b-49bb-9f0b-f16531286e1d,PercentDiscountVoucher,20
bc54d111-2444-484e-ae66-d175089fd34a,FixedAmountVoucher,20
de5ffc4a-364e-4bdf-bb0b-6bef735c4595,PercentDiscountVoucher,20
150b1215-33a3-410f-bddc-092531b8b1e9,FixedAmountVoucher,20
805ad243-6e99-4de3-8a64-e605f31c7ecb,FixedAmountVoucher,20
e6801502-7989-4b9a-ac83-9bf9dc38e0b0,PercentDiscountVoucher,20
a5b5a660-cb51-4445-9c6b-84c7a9e2131b,FixedAmountVoucher,20bfaad9e2-87d5-4404-8eda-585ab0d684a4,PercentDiscountVoucher,203c084367-ff23-4e5e-9237-5795cbe65d38,PercentDiscountVoucher,209b2fa04f-e247-4a36-a508-9c8bafe87e64,FixedAmountVoucher,20ecd2418f-279e-40e8-8c07-c184dad2d5bd,PercentDiscountVoucher,2063f9935c-cf13-468d-b6b2-c957c9487af8,PercentDiscountVoucher,2067a2ac17-a40b-49bb-9f0b-f16531286e1d,PercentDiscountVoucher,20bc54d111-2444-484e-ae66-d175089fd34a,FixedAmountVoucher,20de5ffc4a-364e-4bdf-bb0b-6bef735c4595,PercentDiscountVoucher,20150b1215-33a3-410f-bddc-092531b8b1e9,FixedAmountVoucher,20805ad243-6e99-4de3-8a64-e605f31c7ecb,FixedAmountVoucher,20e6801502-7989-4b9a-ac83-9bf9dc38e0b0,PercentDiscountVoucher,20a5b5a660-cb51-4445-9c6b-84c7a9e2131b,FixedAmountVoucher,20bfaad9e2-87d5-4404-8eda-585ab0d684a4,PercentDiscountVoucher,203c084367-ff23-4e5e-9237-5795cbe65d38,PercentDiscountVoucher,209b2fa04f-e247-4a36-a508-9c8bafe87e64,FixedAmountVoucher,20ecd2418f-279e-40e8-8c07-c184dad2d5bd,PercentDiscountVoucher,2063f9935c-cf13-468d-b6b2-c957c9487af8,PercentDiscountVoucher,2067a2ac17-a40b-49bb-9f0b-f16531286e1d,PercentDiscountVoucher,20bc54d111-2444-484e-ae66-d175089fd34a,FixedAmountVoucher,20de5ffc4a-364e-4bdf-bb0b-6bef735c4595,PercentDiscountVoucher,20150b1215-33a3-410f-bddc-092531b8b1e9,FixedAmountVoucher,20805ad243-6e99-4de3-8a64-e605f31c7ecb,FixedAmountVoucher,20e6801502-7989-4b9a-ac83-9bf9dc38e0b0,PercentDiscountVoucher,20
